image,bbox,cx,cy,w,h,class_name,image_id,class_id,SL_P1_x,SL_P1_y,SL_P2_x,SL_P2_y,lat,long,height,time,points
shanghai_view1_719.png,0.34125 0.31875 0.1325 0.0675,0.34125,0.31875,0.1325,0.0675,building,4434,0,0.605,0.5775,0.58,0.515,31.28671929523322,121.60313228200404,33,2015-12-06-6,"((110, 113), (163, 141))"
bejing_view1_1052.png,0.815625 0.8525 0.06875 0.105,0.815625,0.8525,0.06875,0.105,building,34489,0,0.715,0.7425,0.69125,0.70375,39.84988365556677,116.40511226538416,33,2015-06-06-6,"((312, 320), (340, 362))"
shanghai_view1_255.png,0.0525 0.145 0.055 0.085,0.0525,0.145,0.055,0.085,building,4007,0,0.0825,0.2875,0.0725,0.2,31.179182657552804,121.44143553086252,33,2015-12-06-6,"((10, 40), (32, 75))"
dalian_view2_453.png,0.21875 0.38875 0.0975 0.0975,0.21875,0.38875,0.0975,0.0975,building,1738,0,0.3775,0.71,0.3625,0.66,38.92045770625056,121.62310727360244,33,2016-06-01-6,"((68, 136), (107, 175))"
shanghai_view2_691.png,0.2425 0.20875 0.08 0.0875,0.2425,0.20875,0.08,0.0875,building,21548,0,0.4225,0.4,0.4325,0.2925,31.263686035396525,121.59414912916282,33,2017-06-06-6,"((81, 66), (113, 101))"
shanghai_view1_816.png,0.52625 0.4025 0.0925 0.095,0.52625,0.4025,0.0925,0.095,building,4527,0,0.8975,0.7475,0.8675,0.645,31.263686035396525,121.6390648933688,33,2015-12-06-6,"((192, 142), (229, 180))"
bejing_view1_1178.png,0.37625 0.38125 0.0675 0.0675,0.37625,0.38125,0.0675,0.0675,building,34616,0,0.32125,0.325,0.305,0.3125,39.891250779177824,116.43206172390776,33,2015-06-06-6,"((137, 139), (164, 166))"
shanghai_view1_298.png,0.3475 0.34625 0.09 0.1925,0.3475,0.34625,0.09,0.1925,building,4054,0,0.6,0.5475,0.61,0.475,31.317421557073967,121.45041868370372,33,2015-12-06-6,"((121, 100), (157, 177))"
shanghai_view1_101.png,0.44875 0.2425 0.0625 0.075,0.44875,0.2425,0.0625,0.075,building,3839,0,0.785,0.46,0.775,0.3875,31.14843543519097,121.38753661381531,33,2015-12-06-6,"((167, 82), (192, 112))"
shanghai_view2_112.png,0.5875 0.305 0.095 0.105,0.5875,0.305,0.095,0.105,building,21011,0,1.06,0.5525,1.0725,0.4875,31.23296627547205,121.38753661381531,33,2017-06-06-6,"((216, 101), (254, 143))"
shanghai_view1_537.png,0.045 0.37375 0.09 0.1275,0.045,0.37375,0.09,0.1275,building,4262,0,0.0475,0.7,0.0325,0.56,31.23296627547205,121.54025021211568,33,2015-12-06-6,"((0, 124), (36, 175))"
bejing_view1_1192.png,0.61875 0.06 0.15 0.1125,0.61875,0.06,0.15,0.1125,building,34631,0,0.53625,0.055,0.52625,0.0125,39.9876770299229,116.43206172390776,33,2015-06-06-6,"((217, 1), (277, 46))"
changsha_view1_118.png,0.34625 0.695 0.1075 0.115,0.34625,0.695,0.1075,0.115,building,33752,0,0.5925,1.25,0.5475,1.1875,28.132659560779484,113.03117430621649,33,2015-04-14-6,"((117, 255), (160, 301))"
shanghai_view1_731.png,0.5675 0.59625 0.105 0.0875,0.5675,0.59625,0.105,0.0875,building,4446,0,0.9925,1.065,0.96,1.0275,31.18686790376216,121.61211543484522,33,2015-12-06-6,"((206, 220), (248, 255))"
shanghai_view1_180.png,0.91125 0.225 0.1025 0.09,0.91125,0.225,0.1025,0.09,building,3925,0,1.6325,0.405,1.5925,0.3375,31.179182657552804,121.41448607233892,33,2015-12-06-6,"((344, 72), (385, 108))"
shanghai_view2_746.png,0.78875 0.885 0.0875 0.115,0.78875,0.885,0.0875,0.115,building,21604,0,1.385,1.62,1.3425,1.4825,31.302071676625328,121.61211543484522,33,2017-06-06-6,"((298, 331), (333, 377))"
nanjing_view2_2.png,0.4925 0.11125 0.115 0.2225,0.4925,0.11125,0.115,0.2225,building,879,0,0.915,0.1925,0.9075,0.14,31.948382113672203,118.74235107276306,33,2015-07-15-6,"((174, 0), (220, 89))"
bejing_view1_1142.png,0.539375 0.7125 0.09125 0.125,0.539375,0.7125,0.09125,0.125,building,34581,0,0.485,0.63125,0.48,0.57125,39.91881500105438,116.42307857106655,33,2015-06-06-6,"((197, 260), (234, 310))"
shanghai_view2_313.png,0.55125 0.05375 0.0875 0.1075,0.55125,0.05375,0.0875,0.1075,building,21167,0,0.95,0.035,0.95,0.0175,31.24064715234988,121.45940183654491,33,2017-06-06-6,"((203, 0), (238, 43))"
shanghai_view1_107.png,0.42 0.46125 0.07 0.0825,0.42,0.46125,0.07,0.0825,building,3845,0,0.7525,0.8275,0.715,0.775,31.194552526043747,121.38753661381531,33,2015-12-06-6,"((154, 168), (182, 201))"
shanghai_view2_556.png,0.1625 0.34125 0.085 0.0775,0.1625,0.34125,0.085,0.0775,building,21403,0,0.2775,0.655,0.285,0.57,31.18686790376216,121.54923336495686,33,2017-06-06-6,"((48, 121), (82, 152))"
shanghai_view1_708.png,0.8075 0.0675 0.04 0.07,0.8075,0.0675,0.04,0.07,building,4424,0,1.42,0.1525,1.4,0.0675,31.202236524310003,121.60313228200404,33,2015-12-06-6,"((315, 12), (331, 41))"
shanghai_view1_378.png,0.83375 0.7775 0.0725 0.095,0.83375,0.7775,0.0725,0.095,building,4135,0,1.4625,1.3875,1.4275,1.325,31.163810293701346,121.48635129506847,33,2015-12-06-6,"((319, 292), (348, 330))"
bejing_view1_1171.png,0.24 0.693125 0.11 0.09375,0.24,0.693125,0.11,0.09375,building,34609,0,0.21125,0.61625,0.19375,0.57375,39.84298670975897,116.43206172390776,33,2015-06-06-6,"((74, 258), (118, 296))"
shanghai_view1_309.png,0.7375 0.45875 0.065 0.0975,0.7375,0.45875,0.065,0.0975,building,4067,0,1.26,0.8075,1.2675,0.75,31.209919898473405,121.45940183654491,33,2015-12-06-6,"((282, 164), (308, 203))"
shanghai_view2_774.png,0.96375 0.275 0.0725 0.08,0.96375,0.275,0.0725,0.08,building,21635,0,1.71,0.5125,1.6975,0.4475,31.32509555922753,121.62109858768642,33,2017-06-06-6,"((371, 94), (400, 126))"
shanghai_view1_319.png,0.78125 0.73 0.0625 0.055,0.78125,0.73,0.0625,0.055,building,4078,0,1.39,1.29,1.3525,1.2475,31.28671929523322,121.45940183654491,33,2015-12-06-6,"((300, 281), (325, 303))"
bejing_view1_1214.png,0.21875 0.911875 0.08 0.17625,0.21875,0.911875,0.08,0.17625,building,34653,0,0.195,0.84125,0.17375,0.7225,39.86367546855536,116.44104487674896,33,2015-06-06-6,"((71, 329), (103, 400))"
chengdu_view2_1074.png,0.72875 0.91625 0.1375 0.1675,0.72875,0.91625,0.1375,0.1675,building,2772,0,1.285,1.635,1.2725,1.495,30.597125066145296,104.0384563859621,33,2017-04-01-6,"((264, 333), (319, 400))"
bejing_view2_1153.png,0.108125 0.2475 0.04375 0.13,0.108125,0.2475,0.04375,0.13,building,41291,0,0.1025,0.225,0.08875,0.16875,39.99455941924983,116.42307857106655,33,2016-03-06-6,"((34, 73), (52, 125))"
shanghai_view1_438.png,0.345 0.50875 0.165 0.2075,0.345,0.50875,0.165,0.2075,building,4187,0,0.595,0.945,0.49,0.7075,31.24064715234988,121.50431760075088,33,2015-12-06-6,"((105, 162), (171, 245))"
changchun_view2_173.png,0.35625 0.21125 0.1125 0.1075,0.35625,0.21125,0.1125,0.1075,building,30481,0,0.6325,0.4225,0.575,0.32,43.8520553218367,125.33620237365427,33,2017-04-02-6,"((120, 63), (165, 106))"
shanghai_view1_81.png,0.12 0.10125 0.09 0.0825,0.12,0.10125,0.09,0.0825,building,4520,0,0.21,0.21,0.215,0.15,31.18686790376216,121.37855346097412,33,2015-12-06-6,"((30, 24), (66, 57))"
